reactants_mapped,reactants,reagents,products_mapped,products,yield,core_index_mapping,core_index_atom
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,22.45064906,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,23.68617418,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,42.69485888,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,54.83360857,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,6.351542297000001,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,14.16472216,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.o1nccc1c2ccccc2,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,17.378304,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,3.606676847,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,35.07866175,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,43.31814591,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,0.0,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,29.29817829,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,37.56535564,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.960810012,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,59.0196812,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,70.96873006,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,35.13952712,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,37.65445791,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,51.10248957,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,3.963450153,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,31.93031022,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,48.70823186,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,5.008760546,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Br[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,35.08872433,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.I[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,41.2456065,"{6, 7}",5>1
Cl[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,0.0,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,13.9769471,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,COc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,COc1ccc(Nc2ccc(C)cc2)cc1,18.89524916,"{6, 7}",1>0
Cl[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.705195152,"{6, 7}",1>0
Br[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(Br)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,32.63234102,"{6, 7}",1>0
I[c:6]1[cH:5][cH:4][c:3]([CH2:2][CH3:1])[cH:16][cH:15]1.[NH2:7][c:8]1[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]1,CCc1ccc(I)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([NH:7][c:8]2[cH:9][cH:10][c:11]([CH3:12])[cH:13][cH:14]2)[cH:15][cH:16]1,CCc1ccc(Nc2ccc(C)cc2)cc1,31.81837229,"{6, 7}",1>0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Clc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,30.4254394,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,53.63578043,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][cH:11][n:12]1,Ic1ccccn1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2ccccn2)cc1,59.4767437,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.Cl[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Clc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,2.014671714,"{6, 7}",5>1
Br[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1.[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1,Brc1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,26.51352578,"{6, 7}",1>5
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:13][cH:14]1.I[c:7]1[cH:8][cH:9][cH:10][n:11][cH:12]1,Ic1cccnc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN(C)/C(N(C)C)=N\C(C)(C)C.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][cH:10][n:11][cH:12]2)[cH:13][cH:14]1,Cc1ccc(Nc2cccnc2)cc1,36.85037948,"{6, 7}",5>1
[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:17][cH:18]1.Cl[c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(C)cc1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CN1CCCN2CCCN=C12.CCOC(=O)c1onc(C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][cH:16]2)[cH:17][cH:18]1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,4.820162197,"{6, 7}",5>1
